,Has Twitter,Number of tweets in total,Twitter Handle,Twitter followers,Twitter following
1099351,0,,,,
1110916,0,,,,
1117955,0,,,,
1110009,1,814,UKSCF,703,927
1098925,1,6764,hsiglobal,119073,3653
1121081,0,,,,
1123063,0,,,,
1098752,0,,,,
1126939,0,,,,
1118951,1,2457,restoretheearth,3615,3084
1127491,0,,,,
1095660,1,4098,orangutanfndn,11568,1550
1130363,0,,,,
1124322,0,,,,
1095458,0,,,,
1110156,1,2154,DangerPointLtd,1367,1924
1123343,1,,wandsworthphc,,
1094720,0,,,,
1105064,0,,,,
1094646,1,5788,NorthantsCF,3432,2284
1110076,0,,,,
1105923,1,4574,LASwark,1928,2465
1088086,0,,,,
1103352,0,,,,
1093783,0,,,,
1111587,0,,,,
1089657,1,2074,DVLCCharity,1215,1052
1010244,0,,,,
1103570,0,,,,
1102413,1,71,CANCERactive,317,253
1088267,0,,,,
1087215,0,,,,
1101575,0,,,,
1119178,1,0,NasebyBattle,25,8
1109109,0,,,,
1102607,1,69,@TheLauries,349,223
1086159,1,2829,onetoone_cf,807,853
1104360,0,,,,
1084733,0,,,,
295178,1,15755,stgeorgesbris,10899,7814
1106735,1,1855,NKF_UK,3982,2843
1109838,0,,,,
1102559,1,222,A_new_outlook,406,789
1108410,0,,,,
1084182,1,933,AgeUKDudley,837,292
1109990,1,174,MRSNManchester,163,229
1123316,1,12821,drugfam,6619,5901
1081740,0,,,,
1116509,0,,,,
1109346,0,,,,
1110621,1,25381,theCALMzone,47733,2776
1109149,0,,,,
1110382,0,,,,
1080875,1,9513,ACTCumbria,797,525
1115035,1,842,deathpenaltyp,2585,1034
1080687,0,,,,
1080333,0,,,,
1079986,0,,,,
1112866,0,,,,
1119696,0,,,,
1120545,0,,,,
1079151,0,,,,
1124730,0,,,,
1118809,0,,,,
1122955,0,,,,
1078217,0,,,,
1122671,0,,,,
1122837,0,,,,
1125635,0,,,,
1078089,0,,,,
1125840,1,4833,HelplinesUK,1669,2846
1126714,0,,,,
1123433,0,,,,
1126443,0,,,,
1127055,1,2055,KingslandChurch,473,455
1077414,1,2323,stevenagecab,1447,928
1106143,0,,,,
1128683,0,,,,
1128918,0,,,,
1125015,1,1,staugustinecopt,69,20
292976,1,3538,Artangel,46929,2340
1129969,1,1672,TheAirLeague,2165,410
1122810,0,,,,
290302,0,,,,
1100741,0,,,,
284416,0,,,,
1119433,1,2606,Poetry_London,31819,2748
295595,0,,,,
1101146,0,,,,
1061753,0,,,,
1106619,0,,,,
296661,0,,,,
1119730,0,,,,
1101140,1,110,ESussexHearing,26,12
1113904,0,,,,
1073015,0,,,,
282723,0,,,,
1114793,1,30067,chrismusforum,11772,1929
1112727,0,,,,
1113604,0,,,,
1068536,0,,,,
1126304,0,,,,
1108869,0,,,,
285543,1,6756,SurreyCareTrust,4305,2672
1123185,0,,,,
1062823,0,,,,
1068175,0,,,,
1113784,1,4143,PetworthFest,2081,2328
270129,0,,,,
1117623,1,885,edgwaremasorti,290,200
1114622,1,10340,DIsabilityNW,5367,2399
1045930,1,1388,HOPEWorldwideUK,2079,1104
289600,0,,,,
1108416,1,8958,tiatafahodzi,2733,827
1124985,0,,,,
1108361,0,,,,
1028947,1,704,rainforestconce,4537,3042
1094813,0,,,,
1120017,0,,,,
1054405,1,767,ECCWalthamstow,210,99
1023467,1,15703,HeartnSoulArt,6380,6076
1067406,0,,,,
1033705,0,,,,
1068411,1,933,Luton_CAB,1015,711
1013634,0,,,,
1076680,1,25,DigartrefCymru,92,206
1102820,0,,,,
1035525,1,7479,PRTuk,27083,1189
1075926,0,,,,
1038007,0,,,,
1043628,0,,,,
1048589,1,2611,windsorleaders,1400,776
1067412,1,3184,cwpluscharity,1341,624
1048685,0,,,,
1046999,1,1401,IRSEHQ,890,198
1050701,0,,,,
1055422,0,,,,
1072073,1,16,TYAinfo,18,0
1056192,0,,,,
1059419,0,,,,
1074906,0,,,,
1124356,0,,,,
1058086,1,1159,wakefieldcab,805,1085
1124464,0,,,,
1069608,1,5667,ROPECharity,429,181
1129353,0,,,,
1053425,1,263,TaoistTaiChiUK,217,43
1131877,0,,,,
1059786,0,,,,
1069376,1,286,ShenleyLeisureC,32,11
1130271,0,,,,
1067480,1,906,MindinHarrow,810,183
1061116,1,5138,SwindonCarers,1941,1634
1131359,0,,,,
1060267,0,,,,
1073674,1,618,ymcacornwall,851,1105
1128270,0,,,,
1063655,1,1952,savs_southend,2273,1710
1069993,1,561,skillsforpeople,1062,1264
1123229,1,2326,LancsFoundation,1588,1112
1062384,0,,,,
1063519,0,,,,
1058583,0,,,,
1108040,1,791,supportbechange,180,192
1064274,0,,,,
1050015,1,5078,TheCountessNHS,5488,468
1124850,0,,,,
1068198,0,,,,
1033731,1,19463,MSUK6,6987,3781
1063129,1,,SuttonCVS,,
1069157,1,981,Bags_of_Taste,521,290
1096975,0,,,,
1026062,0,,,,
1095810,1,54,Refurb_Project,438,370
1040524,1,6635,candocodance,15897,1674
1074508,1,2130,Netherton_FGF,1102,871
1101616,0,,,,
1044945,0,,,,
1095947,1,8147,Sconnections,5267,985
1098552,0,,,,
1073428,1,5061,EdforHealth,3201,1638
1105762,0,,,,
1098357,1,782,WarksYC,832,734
1101054,0,,,,
1099146,0,,,,
1100883,1,996,IMRF_,578,45
1067889,0,,,,
1100878,1,10472,PMZOfficial,2491,1640
1012831,0,,,,
1010597,0,,,,
1063053,1,2026,manor_gardens,1235,770
1015728,1,19511,BrightonCarers1,2276,1295
1102245,1,7376,cityoffavour,947,71
1102162,0,,,,
1120857,0,,,,
1017560,1,12607,CleanBrk,11600,5646
1101760,0,,,,
1123432,1,5131,bioblitzuk,5943,1139
1115935,1,2341,natmigrainectr,5350,2636
1012357,0,,,,
1010183,0,,,,
1129427,0,,,,
269830,1,950,ibdhq,2264,130
1128012,0,,,,
1071825,1,10416,PolStudiesAssoc,13672,4302
1047416,0,,,,
1127028,0,,,,
1050992,1,1178,jamint_uk,420,450
297847,1,8606,renniegrove,2646,1124
1126706,0,,,,
1120948,1,3542,litandphil,7150,477
1073094,1,447,BTDAdance,498,1353
1123653,0,,,,
1101441,1,2770,cote_uk,1396,651
1070263,0,,,,
1124840,0,,,,
1053246,0,,,,
1102554,0,,,,
1108696,1,5,ICCINSURREY,7,0
1101305,1,995,life_church_uk,334,7
297114,0,,,,
1126212,1,8254,childsi,5635,1874
296311,1,972,SOS_Sahel,6229,2226
288622,0,,,,
274373,0,,,,
267037,1,193,Oshwal_UK,263,0
270157,1,75,tmmeditationuk,1303,212
289581,0,,,,
290462,0,,,,
288080,1,3084,support4dacorum,616,137
297483,0,,,,
278449,0,,,,
297806,0,,,,
290874,1,363,ageconcernhants,623,115
269971,1,,,,
297798,1,10798,hospiscare,3279,1188
262870,0,,,,
283302,1,3936,ACORDAfrica,1858,855
295107,1,8147,mkcomfoundation,4651,1630
262966,1,2402,limousinuk,3433,986
274695,0,,,,
263515,0,,,,
298104,1,8575,gardenorganicuk,37279,948
263207,1,55,ellermanuk,229,131
293721,0,,,,
1106767,0,,,,
272616,0,,,,
293575,1,16144,AAGBI,17275,16088
1121852,0,,,,
272279,1,3579,mco_london,6734,2088
292758,1,12993,eurekamuseum,10344,5074
281936,1,729,seafarers_trust,3132,2271
286863,1,457,jdht_gaydon,488,112
281420,0,,,,
290883,0,,,,
280825,1,13569,Hospicstfrancis,4731,1894
290992,1,5154,IMPACT_UK_,28380,31034
288271,0,,,,
281836,1,10231,csw_uk,5813,958
287322,0,,,,
272905,1,3265,Garwoodfound,1105,256
286084,1,1103,OxfordEnergy,5121,0
276943,1,2869,NHyouthcentre,2880,837
284923,1,960,RSignalsRSBF,602,429
1121024,1,167,HopingPalestine,436,86
282305,1,13782,minorityrights,9079,2628
263954,1,4021,acornvillages,1263,1723
286876,0,,,,
263147,0,,,,
1129641,1,4214,HaringeyShed,2339,872
263894,1,4684,FPH,11626,7496
265192,0,,,,
1125605,0,,,,
266202,0,,,,
1127132,0,,,,
271833,1,2183,arundelcastle,3757,656
286447,1,3800,TiggywinklesUK,6236,1561
272761,0,,,,
265828,0,,,,
1125496,0,,,,
1128791,0,,,,
278627,0,,,,
284555,0,,,,
1129064,0,,,,
1130295,0,,,,
283945,1,13496,biiandbiiab,8111,6206
1119431,0,,,,
1127453,0,,,,
282167,1,12958,AlmeidaTheatre,120880,3238
288018,1,47618,childrens_trust,113053,10055
286575,1,1433,BMMuseum,2443,892
284934,1,36027,greenpeaceuk,178140,5162
280795,1,10314,theCIOB,33887,409
287868,0,,,,
284701,1,6321,saintcathsuk,3892,3911
290927,0,,,,
276976,1,694,RankFoundation,1399,175
206495,0,,,,
275796,0,,,,
210566,1,27385,riba,161381,12791
274345,1,12974,the_young_fdn,39540,3576
275919,0,,,,
262865,1,22193,RTPIPlanners,16482,1002
278140,1,18155,DimensionsUK,10686,1883
269177,1,8915,stpetershospice,4502,702
293959,1,3013,BlenheimCDP,1912,889
280852,1,13116,fosteringnet,12472,371
287773,1,4125,stnichhospice,3771,1528
294807,0,,,,
291489,1,2116,theyoutrust,1011,934
294329,0,,,,
287077,0,,,,
294832,1,6682,walsinghamuk,2364,1444
281991,1,12886,yourallypally,29916,3741
282729,0,,,,
275433,1,7306,Marwellwildlife,18106,5154
296694,1,1039,equinoxuk,550,610
294230,1,17933,amnesty,1235320,3886
275961,0,,,,
293027,1,12912,escpeurope,29448,836
282270,0,,,,
286142,1,9820,EngCouncil,23603,4860
231060,1,11678,CIPFA,9196,715
212810,0,,,,
293968,1,16849,PilgrimsHospice,10847,8224
264818,1,24507,DonkeySanctuary,35786,800
273425,0,,,,
242451,0,,,,
1106148,1,843,tadcasterpool,1369,1770
1105412,1,4647,acfoundations,4714,1293
1106001,1,4237,HSHVCA,837,357
1130760,1,4532,Edu_Employers,15331,1135
1129833,0,,,,
1114760,0,,,,
1109852,0,,,,
1129263,1,3027,GlastonburyAbbe,2291,329
1127838,0,,,,
1108335,1,6181,Britishpolio,1629,848
1128906,0,,,,
1113016,0,,,,
1120358,0,,,,
1116444,1,1325,HumraazBlackbur,653,834
1126414,0,,,,
1120330,1,115,NorthLearnTrust,276,393
1123241,1,5499,peacedirect,14736,974
1119183,0,,,,
1127668,0,,,,
1117088,1,9989,pen_int,30044,2075
1123359,1,11435,CarersWSussex,2569,768
1119404,1,1116,NorthumberldCVA,932,952
1124335,0,,,,
1117999,1,9215,bam_ac_uk,2552,141
1120067,1,4767,Zabludowicz_Col,7203,1343
1117645,0,,,,
1107496,0,,,,
1105270,0,,,,
1118417,0,,,,
1127498,1,6017,rainbow_house,2751,1698
1108792,1,5872,englishuk,6748,617
1124081,1,651,MMWand,1251,361
1124031,0,,,,
1118899,0,,,,
1123842,1,416,mhmwales,990,1588
1122800,0,,,,
1106857,0,,,,
1118291,0,,,,
1119064,0,,,,
1120460,1,2423,BDRF1,2748,2682
1113299,1,12240,ctbi,3702,1842
1108509,1,1737,KidsCityLondon,772,632
1121258,1,4681,againstbc,23678,4378
1114495,1,12295,wesportcsp,3029,922
1128059,1,14885,FreeWordCentre,16930,1349
298359,0,,,,
1125142,0,,,,
1113326,1,15561,cbituk,10487,4753
1122499,0,,,,
1109451,0,,,,
1126143,0,,,,
313728,1,14109,rts_media,18924,715
299615,0,,,,
305991,0,,,,
1109639,0,,,,
1105759,1,5448,koestlertrust,9068,8292
1116360,1,,CCBC_London,,
1108380,1,7483,Conservators_uk,8689,742
1118804,1,3882,ste_kenya,73009,295
305034,1,9024,farnhammaltings,8650,819
1118545,0,,,,
1110263,1,2539,MDI_UK,1492,841
1120195,0,,,,
307027,0,,,,
312734,1,176,StOlavesPrep,181,98
299438,0,,,,
308189,1,232,fstonesportscen,569,40
299687,0,,,,
311079,1,272,StormontSchool,270,83
310218,0,,,,
313604,0,,,,
306694,1,8416,@arvonfoundation,20565,6671
313001,1,43,SouthwarkDBE,107,150
305968,1,1955,bowlesrocks,858,889
298863,0,,,,
312175,1,7715,TheLondonLib,20122,3509
313007,1,6060,buttleuk,2490,1826
306125,0,,,,
312092,1,31166,salvationarmy,63062,12978
257376,1,9904,ElecSafetyFirst,17730,2070
310871,0,,,,
1129140,1,1642,stmarysreigate,933,121
312894,1,1360,goodenoughc,940,112
307894,1,78,AspensCharities,160,288
312425,1,84,SJCFGrants,144,376
1128212,1,349,StPaulsHH,208,205
290350,1,8124,the_cieh,4786,743
313429,1,14615,NFTSFilmTV,25294,2977
309939,0,,,,
274605,0,,,,
290511,0,,,,
313013,0,,,,
291222,1,13214,volunteering_uk,22128,2940
235468,1,929,RC_Southwark,1038,845
286967,1,12786,HealthFdn,72937,6692
306077,1,9758,chesterzoo,128595,265
290544,0,,,,
1096829,1,3542,HACThousing,4833,813
1127306,0,,,,
1130761,1,4432,incontrolorg,6514,2927
1011220,0,,,,
1003779,0,,,,
1011672,1,3416,Honeypotcharity,3218,1340
1095460,1,14114,arcstockton,10217,2265
1065423,0,,,,
1090735,1,8224,LearningCurve2,1924,2643
519278,0,,,,
1106893,0,,,,
802133,0,,,,
1026927,0,,,,
1077444,1,0,FamChildTrust,8,0
1002222,1,10306,CTAUK1,1616,2296
518325,1,3185,Weston_Park,5146,695
1039885,0,,,,
1100481,1,697,TheMuathTrust,379,277
1085220,1,2977,CABshropshire,1020,696
1124524,1,2070,C_Potential,1655,1738
1085619,0,,,,
507626,0,,,,
801035,1,3147,ymcabeds,1485,771
1082856,1,4420,aegis_trust,5925,1476
1062852,1,851,taxaiduk,857,443
1101116,0,,,,
1068724,0,,,,
1048919,1,362,crawleyopenhse,494,334
1078225,0,,,,
1081695,0,,,,
1035072,1,31515,savetherhino,73345,934
1088619,0,,,,
1001363,0,,,,
1051409,0,,,,
1087417,1,7064,ideorg,7311,3715
1010796,0,,,,
1084004,0,,,,
1042052,0,,,,
803529,1,11818,WestKentYMCA,2335,4995
1127119,0,,,,
1012690,1,923,FirstStepsBath,510,210
1125743,0,,,,
801945,0,,,,
1128367,0,,,,
1121920,1,5912,HorseWorldTrust,4887,1912
1016895,0,,,,
1122799,0,,,,
1118664,0,,,,
1004963,1,12442,ciltuk,9548,443
1124519,1,7348,kerithcommunity,926,66
1112398,1,6787,IWFhotline,8786,4302
1107841,0,,,,
701289,0,,,,
1122320,1,2596,LFL_Foundation,1196,418
1122008,0,,,,
1106989,0,,,,
1001347,1,3843,Elan_Valley,3187,1716
1119939,0,,,,
1103732,0,,,,
900308,1,13909,_ZETTELER_,4306,2204
1100990,0,,,,
1038116,0,,,,
1089980,0,,,,
1117888,0,,,,
1042671,1,7164,morganstanley,502070,217
1090049,0,,,,
1080953,1,7550,CHICKScharity,3425,2335
1118372,0,,,,
1117345,1,6150,HoECF,3344,2072
1081784,1,11,NorthamCareTrst,41,19
1080111,0,,,,
1080941,1,1038,StubbersCentre,602,138
1013060,1,10803,WhitechapelLiv,9361,1784
1117131,0,,,,
1082158,1,5804,ForestPeoplesP,7956,2886
700717,0,,,,
1003345,1,2980,JamiPeople,1315,675
519259,0,,,,
1117551,0,,,,
1048631,1,845,InterActEssex,572,467
801343,1,13610,beated,31701,2298
1112845,0,,,,
1043321,1,500,serve_care,195,231
701556,1,404,SandwellCAB,460,224
1112404,1,7910,RightToPlay_UK,11917,942
802642,0,,,,
1058395,0,,,,
1001047,0,,,,
1107831,1,4930,The_RPS,8831,798
1030406,1,3214,ISUOG,6303,815
1000653,1,,HamletCentre,,
1001346,1,10096,manchdogs,23756,550
1005208,1,542,carerstrustehhr,329,1078
1001233,1,0,SAHFOS,1,0
1054656,1,4940,HAGA_alcohol,2307,1498
1105086,0,,,,
1091673,1,793,TCCcharity,1559,501
1090757,0,,,,
1002990,0,,,,
1082889,1,274,WheatsheafTrust,426,261
1004087,0,,,,
1007102,0,,,,
1073891,0,,,,
1017780,1,2435,WFNoorulislam,527,54
1045243,0,,,,
1056463,0,,,,
1054070,0,,,,
1040370,0,,,,
1029448,0,,,,
1063743,1,3214,ISUOG,6303,815
1040482,1,8436,FoyerFederation,4003,1655
1051947,0,,,,
701078,1,14315,PhoenixLeic,14427,820
1066749,0,,,,
1043142,0,,,,
1051708,1,10927,RosesTheatre,4327,2591
1043989,1,7674,avowwrexham,2724,773
1047586,0,,,,
1050484,0,,,,
1058323,1,8104,RUHBath,5261,1052
1050406,1,8393,jamespagetNHS,3195,991
1048152,1,3294,POPSFamilies,2614,754
1062446,1,7252,BPRCVS,1138,507
1072833,1,12851,Parentkind,6476,4976
1051711,0,,,,
1054914,0,,,,
1066272,0,,,,
1051388,0,,,,
1070210,1,9331,P3Charity,3977,2781
1052284,1,5755,StarsAppeal,2915,677
1059672,1,108,NOAH_Luton,842,132
1056354,1,4932,britishhivassoc,6306,500
1052861,1,4583,HelenRollasonCC,1852,2234
1086862,1,1164,ageukleics,796,572
1060963,1,6037,whenyouwishUK,4444,1905
1073795,0,,,,
1055049,0,,,,
1056381,1,2980,walesppa,802,379
1060000,1,5345,Hestercombegdns,4462,1407
1061457,1,6777,TheMonasteryMcr,5321,5557
1089849,1,6975,BurdettTrust,2959,1269
1062038,0,,,,
1061342,1,1931,gbcarmelites,1268,156
1061584,0,,,,
1062270,1,4816,dtassoc,5050,1777
1064087,1,826,ageukstafford,393,271
1068518,0,,,,
1068356,0,,,,
1065924,1,3668,travelTF,7501,2282
1075040,0,,,,
1064848,0,,,,
1076476,0,,,,
1064373,0,,,,
1069498,1,4495,hyhnews,2488,1080
1087337,1,3362,abdocollege,1901,963
1122472,0,,,,
1031066,0,,,,
1073464,1,2989,bosbraces,1551,625
1020027,0,,,,
1063242,0,,,,
1128436,1,15561,AgeCymru,13071,3761
1041617,0,,,,
1066611,1,914,ECRobertsCentre,315,244
1077820,0,,,,
1068176,1,3793,IFIS_foodinfo,3001,2611
1075429,0,,,,
1044239,0,,,,
1063459,0,,,,
1076497,1,1553,SenseInternatl,2548,1380
1001204,1,1231,SNS_CAB,626,753
1073396,1,18861,talklandscape,30365,3739
1128892,0,,,,
1071424,0,,,,
1075015,0,,,,
1125833,0,,,,
1019969,1,2947,FSRH_UK,3655,982
1074794,1,5622,TotallyThames,13426,1843
1074114,1,4546,tlg_org,1891,989
1066963,1,7790,careorguk,6584,1999
1084718,1,9618,PrisonersEd,15764,3807
1073139,0,,,,
1092349,1,2407,HawkConservancy,8607,360
1074047,1,3864,DevComsTogether,2110,937
1130419,1,343,standrewscw,160,195
1081902,1,60,streetukfdn,190,676
1084529,1,1931,TrinityChapelUK,228,22
1083557,0,,,,
1107385,1,549,Depaulintl,1108,592
1091912,0,,,,
1084586,0,,,,
1059996,0,,,,
1079688,0,,,,
1084771,0,,,,
1129661,0,,,,
1090810,1,3866,watoto,13185,99
1086995,1,720,AgeUKSunderland,1618,281
1122086,0,,,,
1090836,1,4320,CardinalHumeCHC,2498,1124
1089721,1,,%40weareCN4C,,
1125752,1,5885,thebme,8572,1308
1054174,0,,,,
1069833,1,9192,apostleshipsea,3030,594
1118052,1,1384,HeathChurch,389,65
1093927,1,4184,TPWGiveBetter,3553,1182
1056468,1,367,islamiccollege_,533,393
1117342,1,4184,icatcare,6895,374
1082666,0,,,,
1117525,0,,,,
1092651,0,,,,
1052494,0,,,,
1105043,0,,,,
1092891,1,1952,savs_southend,2273,1710
1095190,0,,,,
1052232,0,,,,
1125462,1,259,allaboardshops,321,322
1093882,0,,,,
1095214,0,,,,
1084243,0,,,,
1079718,0,,,,
1132422,0,,,,
1100394,0,,,,
1066905,0,,,,
1101111,1,1480,actionwlondon,510,516
1124512,1,1745,sbacharity,976,801
1102249,1,469,GrantScape1,381,208
1081384,1,1332,ChainofHopeUK,1217,1056
1121817,0,,,,
1101556,0,,,,
1103901,0,,,,
1075180,1,57052,AllForActivity,22476,10418
1117085,1,675,PACESCharity,562,1086
1102881,0,,,,
1068841,0,,,,
1102837,1,3692,southendymca,2427,1046
1061713,0,,,,
1052881,0,,,,
1080751,0,,,,
1104152,1,3898,AdoptionForPets,8539,4812
1081586,1,38810,JoyceMeyer,5897808,81
1049160,1,13813,Anti_Slavery,35556,3108
1109555,0,,,,
1053810,0,,,,
1091045,1,508,LHSPrep,426,65
1112017,1,1865,vol_norfolk,2513,1077
1002973,1,15211,blisscharity,46887,694
1102529,0,,,,
1072583,0,,,,
1108595,0,,,,
1011056,1,6130,@SignHealth,7146,1106
1032478,1,13398,ComptonVerney,8313,1725
313816,1,4380,woodbrookeuk,2834,1803
313865,0,,,,
1093321,1,1261,@britishcardioso,5854,514
314246,0,,,,
326392,0,,,,
1063916,0,,,,
1020488,0,,,,
326940,0,,,,
327000,0,,,,
1091562,1,12725,WTSWW,11237,1008
1013025,1,2722,StopItNowUK,2060,881
327206,1,373,DSRUDrugSafety,640,94
326163,0,,,,
1017932,1,1046,therowanorg,418,849
327522,1,1378,cfanuk,3519,2254
1087232,0,,,,
1061474,0,,,,
1089919,0,,,,
326926,0,,,,
1074958,0,,,,
1113855,0,,,,
328347,1,2438,ReedBusinessSch,414,311
1105254,1,330,ORT_UK,393,1072
1078595,0,,,,
328464,0,,,,
1125409,1,21897,Metpoliceuk,1200824,768
1091608,1,5254,ageukcheshire,3294,1595
505813,0,,,,
1122801,1,2796,matthewproject,3125,1702
1079573,0,,,,
1106370,1,1485,bathymca,1599,2239
508300,0,,,,
1110288,1,1936,PJFoundation,9405,795
1086812,1,2038,ShoreditchTrust,1931,1272
509119,0,,,,
1090528,1,,download,,
507478,0,,,,
1077588,1,26923,themayhew,31826,1806
1059043,0,,,,
1072029,1,2480,Recoup_UK,3322,1715
502592,1,43335,tynesidecinema,32290,1764
1096892,1,11002,LeedsCommFound,7255,1270
506791,0,,,,
1106126,0,,,,
1052076,1,15392,Sue_Ryder,9455,3827
1094097,0,,,,
507221,0,,,,
1074850,0,,,,
513180,0,,,,
514108,1,1692,WelshMountainZo,4968,317
1095234,0,,,,
1112655,0,,,,
517902,1,2003,AC_Lpool_Sefton,712,383
1099709,0,,,,
1075028,0,,,,
1105460,0,,,,
525931,1,1783,HulmeHallGS,1030,900
1084767,1,7128,rccguk,26762,9784
1088475,0,,,,
1040756,1,8781,Place2Be,22805,1862
527611,1,1122,sthughslincs,382,101
701413,0,,,,
1091657,1,11147,global,28000,1686
1101313,0,,,,
1095326,1,8266,SportsLeadersUK,21772,1340
702230,0,,,,
1106273,1,2928,kingsgateuk,1772,149
800067,1,2628,NeneParkPboro,3365,237
1087685,0,,,,
1077638,0,,,,
801360,0,,,,
1103260,1,1936,BritishPainSoc,5358,1565
1069048,1,2877,AishUK,1098,602
702494,1,1226,Mencap_Kirklees,722,1095
1073254,1,18992,thedeephull,15410,1302
801596,0,,,,
1089490,1,4877,HopeandHomes,7076,656
702654,0,,,,
1062354,1,2257,kentblind,1392,547
1079020,1,13541,cafonline,26182,3486
803286,1,3083,UK_HF,4265,974
1123946,0,,,,
1067653,0,,,,
1083812,1,2137,severn_wye,982,776
1095940,1,1435,burrswood,985,873
703074,1,2216,huggardcentre,1721,289
1126281,1,2425,human_relief,1400,444
1075437,0,,,,
1000448,0,,,,
1075931,1,3473,esgobaethbangor,840,274
1003102,0,,,,
1000580,0,,,,
1043739,1,4064,YMCA_BC,1556,840
1001043,1,2259,ymcafit,2533,1196
1118922,0,,,,
1004431,1,4211,watfordmencap,2345,1024
1005124,1,4822,Hftonline,2897,999
1046060,0,,,,
1024904,0,,,,
1082058,0,,,,
1025852,1,9065,headwayuk,20569,419
1088675,0,,,,
1058911,0,,,,
1098106,0,,,,
326249,0,,,,
1119341,0,,,,
510667,0,,,,
1129332,0,,,,
1058973,1,72,WorldVillagesUK,39,3
529132,0,,,,
1123346,0,,,,
1053988,1,15823,ClientEarth,22598,3514
518704,1,10117,boltonhospice,7671,7079
1046207,1,8438,CoramVoice,6111,2206
1125949,1,6298,r_s_p_h,11861,2746
516557,0,,,,
1044521,0,,,,
1129381,0,,,,
1070556,1,7784,NABS_UK,7016,2515
702622,1,407,TydfilTraining,369,205
1123314,0,,,,
803016,1,23812,meningitisnow,15906,4903
1079124,0,,,,
1129264,0,,,,
1091635,0,,,,
1001291,1,12670,worldlandtrust,21848,2663
1094130,0,,,,
1122155,1,10007,Consumers_Int,8151,6112
1095215,0,,,,
1099015,0,,,,
1084189,1,8693,blesma,17817,1432
1001232,0,,,,
1109099,0,,,,
1080679,1,4374,seapadvocacy,1334,1366
1093028,1,854,Coop_Foundation,1757,436
1107583,1,4599,lankellychase,6078,1063
1005733,0,,,,
1055900,1,4421,SuperSouthmead,1843,1053
1094977,0,,,,
1012743,0,,,,
1102661,1,5188,TankMuseum,21206,368
1084415,1,9363,NewWineEngland,18448,688
1114591,1,14532,ACEVO,23629,3422
326801,0,,,,
503717,1,12308,blistshill,10752,2392
511009,1,4555,trinity_hospice,3340,310
1126637,0,,,,
1095435,0,,,,
513646,0,,,,
1128929,0,,,,
517753,1,6345,HarewoodHouse,11782,852
1109338,0,,,,
528561,1,5048,DioManchester,2761,686
1038543,1,9344,StDavidsHospice,4680,4013
1074571,0,,,,
528979,1,30284,mac_birmingham,81694,3996
1075009,0,,,,
1047432,1,4482,amarlondon ,3440,1824
515668,1,21776,strichardshosp,6396,938
1097482,1,15218,catholicew,34372,781
1027932,1,385,CfblSchool,159,231
512021,0,,,,
1039397,1,8688,BathandWest,11966,3879
1118646,0,,,,
700993,1,5838,pendlesidehosp,5000,3645
1035600,0,,,,
1122497,0,,,,
517845,0,,,,
1117148,1,10798,CrohnsColitisUK,32378,4760
1049527,1,3942,ageUKNT,2466,1345
802956,1,5645,ieep_eu,5644,1375
803052,1,7686,GEFFRYE,22507,11703
1098874,1,6941,wndlrairamb,8140,656
1117014,0,,,,
1000412,1,15901,wildlifebcn,8393,2260
1125048,0,,,,
1113495,1,12523,LGiU,12409,7252
803725,1,2801,CIArb,5806,768
1050358,0,,,,
1110419,0,,,,
1112020,1,2940,impulseleisure,18783,1284
1003825,1,9824,SparksCharity,9044,1124
1119541,0,,,,
1003859,1,9362,HopeHouseKids,5455,1906
1114489,0,,,,
1115476,0,,,,
1119423,0,,,,
1055118,0,,,,
1007820,1,5110,cpasnews,4677,2991
1029450,1,1256,qattanfdn,1642,147
1009768,1,1177,StockportCP1953,860,578
1058879,1,1467,redemptorist,1157,1862
1015408,0,,,,
1103731,0,,,,
701123,0,,,,
1015793,0,,,,
1011712,1,4730,khhospice,2654,1776
1096222,1,4082,YoungGreenwich,901,306
1014851,1,29408,hospiceuk,17878,4113
1124268,1,7365,asdafoundation,7934,1708
1088614,1,16506,jesushouseuk,12499,3592
1116139,1,11297,ImpetusPEF,4677,3705
1040422,0,,,,
1128926,0,,,,
1105547,0,,,,
1122173,0,,,,
1124193,0,,,,
1108296,0,,,,
1023731,0,,,,
1104986,0,,,,
1107403,0,,,,
1025387,1,2352,QueensBISC,1596,152
1041924,1,,hashtag,,
1081182,0,,,,
1111252,0,,,,
1040094,0,,,,
1043360,0,,,,
1093747,1,7480,Hafal_,7098,2156
1046854,1,11482,Roy_Castle_Lung,8650,5438
1081766,0,,,,
1072394,1,3285,AgeUKNorthumber,1984,1504
1049274,1,15777,RMCHcharity,7665,2809
1042391,0,,,,
1048752,1,9621,traidcraftexch,15570,131
1104491,1,131,SGIUK,4148,2
1086597,1,236,iatonline,70,29
1050327,1,5817,leprosytalk,2155,1198
1090579,1,356,ChaseleyTrust,729,830
1055436,1,9519,CRbuildpeace,12154,1415
298405,1,11665,CwC_UK,8983,4456
1079796,1,9892,kabbalahcentre,28769,22
1117270,1,2668,ruffordgrants,1666,109
1127245,0,,,,
1076618,0,,,,
1108278,1,3299,STtrustfund,569,856
1110645,0,,,,
1114277,1,3934,TheForestTrust,3900,2472
1060134,1,5002,ERAEDTA,5480,195
1111806,0,,,,
1090790,1,2397,cobaltimaging,467,241
